date,portfolio_date,manager,stock,ticker,portfolio_percent,shares,recent_activity,reported_price,current_price,value
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,CrowdStrike Holdings Inc.,CRWD,0,900000,,1.19,352.58,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Coupang Inc.,CPNG,0,13328319,,1.1,21.93,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,CoStar Group Inc.,CSGP,0,3245109,,0.97,79.23,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Liberty Media Corp Formula One Series C,FWONK,0,2682000,,0.91,90.01,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,United Health Group Inc.,UNH,0,438800,,0.86,523.75,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Procore Technologies Inc.,PCOR,0,2339500,,0.58,66.02,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Elastic NV,ESTC,0,1690700,,0.57,89.1,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Applied Materials,AMAT,0,895200,,0.49,145.12,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Servicetitan Inc A,TTAN,0,1301398,,0.47,95.11,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Nu Holdings Ltd,NU,0,11032555,,0.42,10.24,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Block Inc.,XYZ,0,1884867,Buy,0.39,54.33,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Novo Nordisk A S,NVO,0,1269000,,0.33,69.44,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Zillow Group Inc. CL A,ZG,0,902643,Buy,0.23,66.86,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,AiHuiShou International Co. Ltd. ADS,RERE,0,11481218,,0.13,2.94,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Zkh Group Ltd,ZKH,0,8195453,,0.1,3.35,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,JD.com Inc.,JD,0,344309,,0.05,41.12,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Uber Technologies Inc.,UBER,0,151178,,0.04,72.86,
2025-06-23,2025-06-23,Chase Coleman - Tiger Global Management,Pony Ai Inc,PONY,0,370000,,0.01,8.82,
2025-06-23,2025-06-23,Chris Hohn - TCI Fund Management,GE Aerospace,GE,0,47570947,,21.95,200.15,
2025-06-23,2025-06-23,Chris Hohn - TCI Fund Management,Microsoft Corp.,MSFT,0,17299881,,14.97,375.39,
2025-06-23,2025-06-23,Chris Hohn - TCI Fund Management,Moody's Corp.,MCO,0,13163107,,14.13,465.69,
2025-06-23,2025-06-23,Chris Hohn - TCI Fund Management,Visa Inc.,V,0,16637562,,13.44,350.46,
2025-06-23,2025-06-23,Chris Hohn - TCI Fund Management,S&P Global Inc.,SPGI,0,10361269,,12.14,508.1,
2025-06-23,2025-06-23,Chris Hohn - TCI Fund Management,Canadian Pacific Kansas City,CP,0,54913285,,8.89,70.19,
2025-06-23,2025-06-23,Chris Hohn - TCI Fund Management,Canadian Natl Railway Co.,CNI,0,26899078,,6.04,97.39,
2025-06-23,2025-06-23,Chris Hohn - TCI Fund Management,Alphabet Inc. CL C,GOOG,0,13855735,,4.99,156.23,
2025-06-23,2025-06-23,Chris Hohn - TCI Fund Management,Ferrovial Se,FER,0,19333428,,1.99,44.54,
2025-06-23,2025-06-23,Chris Hohn - TCI Fund Management,Alphabet Inc.,GOOGL,0,4085110,,1.46,154.64,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Berkshire Hathaway CL B,BRK.B,0,239349,,20.55,532.58,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Berkshire Hathaway CL A,BRK.A,0,0,,14.93,798439.66,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Dollar General,DG,0,907179,,12.86,87.93,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Kinross Gold Corp.,KGC,0,4506646,,9.16,12.61,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Dollar Tree Inc.,DLTR,0,493386,,5.97,75.07,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Newmont Corp.,NEM,0,662556,,5.16,48.28,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Valero Energy,VLO,0,190494,,4.06,132.07,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Starbucks Corp.,SBUX,0,231702,,3.66,98.09,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Paramount Global CL B,PARA,0,1632655,,3.15,11.96,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Olin Corp.,OLN,0,702466,,2.75,24.24,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Alaska Air Group,ALK,0,344834,,2.74,49.22,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Walt Disney Co.,DIS,0,139801,,2.22,98.7,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Equinor ASA,EQNR,0,490166,,2.09,26.45,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Cummins Inc.,CMI,0,40039,,2.02,313.44,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,HF Sinclair Corp.,DINO,0,299281,,1.59,32.88,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Exxon Mobil Corp.,XOM,0,56272,,1.08,118.92,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Five Below Inc.,FIVE,0,78664,,0.95,74.93,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Travelers Companies Inc.,TRV,0,20155,,0.86,264.45,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Costco Co.,COST,0,4245,,0.65,945.82,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Merck & Co.,MRK,0,44443,,0.64,89.76,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,NXP Semiconductors NV,NXPI,0,13558,,0.42,190.07,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,NIKE Inc.,NKE,0,36550,,0.37,63.47,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,GE Aerospace,GE,0,9842,,0.32,200.16,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Coca Cola Co.,KO,0,22000,,0.25,71.64,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,American Express,AXP,0,4432,,0.19,268.95,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Ge Vernova Inc,GEV,0,3738,,0.18,305.24,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Chevron Corp.,CVX,0,6163,,0.17,167.29,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Ishares 0 3 Month Treasury B,SGOV,0,10600,Buy,0.17,100.66,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,SEACOR Marine Holdings Inc.,SMHI,0,211480,,0.17,5.06,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,SPDR Gold Minishares Trust,GLDM,0,16219,,0.16,61.9,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Apple Inc.,AAPL,0,4140,,0.15,222.22,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Ovintiv Inc.,OVV,0,16487,,0.11,42.82,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Sprott Physical Gold Trust,PHYS,0,23869,,0.09,24.05,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,GE HealthCare Technologies Inc.,GEHC,0,4581,,0.06,80.77,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Shell plc,SHEL,0,4968,,0.06,73.27,
2025-06-23,2025-06-23,Christopher Bloomstran - Semper Augustus,Synchrony Financial,SYF,0,4437,,0.04,52.96,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Capital One Financial,COF,0,8999453,,9.3,179.3,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Meta Platforms Inc.,META,0,2210250,,7.34,576.36,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Berkshire Hathaway CL A,BRK.A,0,1558,,7.17,798441.59,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,CVS Health Corp.,CVS,0,11549057,,4.51,67.75,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Applied Materials,AMAT,0,4993172,,4.18,145.12,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Markel Group Inc.,MKL,0,371469,,4.0,1869.61,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Amazon.com Inc.,AMZN,0,3519954,,3.86,190.26,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,U.S. Bancorp,USB,0,14889014,,3.62,42.22,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Humana Inc.,HUM,0,2331343,,3.56,264.6,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,MGM Resorts International,MGM,0,20815057,,3.56,29.64,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Wells Fargo,WFC,0,8468647,,3.5,71.79,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Viatris Inc.,VTRS,0,64948236,,3.26,8.71,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Cigna Group,CI,0,1433251,,2.72,329.0,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Alphabet Inc.,GOOGL,0,3039483,,2.71,154.64,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Texas Instruments,TXN,0,2431035,,2.52,179.7,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Teck Resources,TECK,0,11190628,,2.35,36.43,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Quest Diagnostics,DGX,0,2388302,,2.33,169.2,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Solventum Corp,SOLV,0,5288138,,2.32,76.04,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Berkshire Hathaway CL B,BRK.B,0,678453,,2.08,532.58,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Chubb Limited,CB,0,1086389,,1.89,301.99,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Trip.com Group Ltd,TCOM,0,4862997,,1.78,63.58,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Tyson Foods,TSN,0,4679582,,1.72,63.81,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Owens Corning,OC,0,1787242,,1.47,142.82,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Restaurant Brands International,QSR,0,3372511,Buy,1.3,66.64,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,AGCO Corp.,AGCO,0,2027266,,1.08,92.57,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Bank of New York Mellon Corp.,BK,0,1910645,,0.92,83.87,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,JPMorgan Chase & Co.,JPM,0,639852,,0.9,245.3,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,ConocoPhillips,COP,0,1402068,,0.85,105.02,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Davis Select Us Equity ETF,DUSA,0,3383338,,0.83,42.32,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Coupang Inc.,CPNG,0,5880990,,0.74,21.93,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,IAC Inc.,IAC,0,2657782,,0.7,45.94,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Alphabet Inc. CL C,GOOG,0,646697,,0.58,156.23,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Full Truck Alliance  Spn ADR,YMM,0,7819344,,0.58,12.77,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Fifth Third Bancorp,FITB,0,2461119,,0.56,39.2,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Microsoft Corp.,MSFT,0,256523,,0.56,375.39,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Davis Select International,DINT,0,3890080,,0.52,23.11,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,PNC Financial Services,PNC,0,495808,,0.5,175.77,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Davis Select Financial ETF,DFNL,0,2129860,,0.48,39.28,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Darling Ingredients Inc.,DAR,0,2476469,,0.45,31.24,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,American Express,AXP,0,271435,,0.42,269.05,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Davis Select Worldwide ETF,DWLD,0,1916287,,0.42,37.69,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Sea Ltd,SE,0,514628,,0.39,130.49,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,NetEase.com Inc.,NTES,0,596114,,0.35,102.92,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Loews Corp.,L,0,599066,,0.32,91.91,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Bank of America Corp.,BAC,0,1156148,,0.28,41.73,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Applovin Corp.,APP,0,163011,Buy,0.25,264.97,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Bank of N.T. Butterfield & Son Ltd,NTB,0,1068441,,0.24,38.92,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,WESCO International Inc.,WCC,0,258503,,0.23,155.3,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,KE Holdings Inc.,BEKE,0,1860528,,0.22,20.09,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Rocket Companies Inc.,RKT,0,3139289,,0.22,12.07,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,RenaissanceRe Holdings Ltd.,RNR,0,143801,,0.2,240.0,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Johnson Controls Intl. plc,JCI,0,404164,,0.19,80.11,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Vale SA,VALE,0,2733513,Buy,0.16,9.98,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,United Health Group Inc.,UNH,0,48519,,0.15,523.75,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Charles Schwab Corp.,SCHW,0,297606,,0.13,78.28,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,SAP SE,SAP,0,76126,,0.12,268.44,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,American Tower Corp.,AMT,0,88940,,0.11,217.6,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Oracle Corp.,ORCL,0,136380,,0.11,139.81,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Prologis Inc.,PLD,0,171756,,0.11,111.79,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Ventas Inc.,VTR,0,250190,,0.1,68.76,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Noah Holdings Ltd,NOAH,0,1654817,,0.09,9.45,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Public Storage,PSA,0,49760,,0.09,299.3,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Clear Secure Inc.,YOU,0,581691,,0.09,25.91,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Alexandria RE Equities Inc.,ARE,0,151317,,0.08,92.51,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,BXP Inc.,BXP,0,203440,,0.08,67.19,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Cousins Properties,CUZ,0,446935,,0.08,29.5,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Everest Group Ltd,EG,0,39662,,0.08,363.32,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,JD.com Inc.,JD,0,345461,,0.08,41.12,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Rexford Industrial Realty Inc.,REXR,0,363620,,0.08,39.15,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,AvalonBay Communities,AVB,0,56650,,0.07,214.62,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Brixmor Property Group Inc.,BRX,0,484360,,0.07,26.55,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Equinix Inc.,EQIX,0,15373,,0.07,815.33,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Simon Property Group Inc.,SPG,0,68033,,0.07,166.08,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Digital Realty Trust Inc.,DLR,0,67130,,0.06,143.29,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,American Homes 4 Rent,AMH,0,243120,,0.05,37.81,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Camden Property Trust,CPT,0,76510,,0.05,122.3,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,EastGroup Properties SBI,EGP,0,44750,,0.05,176.16,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Essex Property Trust,ESS,0,27731,,0.05,306.55,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Extra Space Storage Inc.,EXR,0,56785,,0.05,148.49,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Mid-America Apt Communties,MAA,0,51450,,0.05,167.58,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,M&T Bank Corp.,MTB,0,51185,,0.05,178.74,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Regency Centers Corp.,REG,0,118140,,0.05,73.76,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Equity Residential,EQR,0,99855,,0.04,71.58,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Hudson Pacific Properties Inc.,HPP,0,2296963,,0.04,2.95,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Sunstone Hotel Investors Inc.,SHO,0,791730,,0.04,9.41,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,State Street Corp.,STT,0,72704,,0.04,89.53,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Truist Financial Corp.,TFC,0,156431,,0.04,41.15,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Terreno Realty Corp.,TRNO,0,100827,,0.04,63.22,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,UDR Inc.,UDR,0,158610,,0.04,45.17,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Community Healthcare Trust Inc.,CHCT,0,301740,,0.03,18.16,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Healthpeak Properties Inc.,DOC,0,246806,,0.03,20.22,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,VICI Properties Inc.,VICI,0,143440,,0.03,32.62,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Crown Castle International Corp.,CCI,0,41000,,0.02,104.22,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Douglas Emmett Inc.,DEI,0,268820,,0.02,16.0,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Federal Realty Inv. Trust,FRT,0,32930,,0.02,97.81,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Highwoods Properties,HIW,0,129180,,0.02,29.64,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Ishares S&P  500 Value ETF,IVE,0,19712,,0.02,190.59,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Sun Communities Inc.,SUI,0,25040,Buy,0.02,128.63,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Lam Research,LRCX,0,12280,,0.01,72.72,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Netstreit Corp.,NTST,0,114960,Buy,0.01,15.85,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Crown Holdings,CCK,0,8570,,89.26,765000.0,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Intel Corp.,INTC,0,10683,,22.75,243000.0,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,RH,RH,0,2240,,234.38,525000.0,
2025-06-23,2025-06-23,Christopher Davis - Davis Advisors,Skechers U.S.A. Inc.,SKX,0,6000,,56.83,341000.0,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Mastercard Inc.,MA,0,3331076,,17.56,548.12,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,O'Reilly Automotive,ORLY,0,12958650,,11.9,95.51,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Moody's Corp.,MCO,0,2435458,,10.9,465.69,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Visa Inc.,V,0,3175240,,10.7,350.46,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,KKR & Co. L.P.,KKR,0,8847564,,9.83,115.61,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Brookfield Corp.,BN,0,19094021,,9.62,52.41,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Roper Technologies Inc.,ROP,0,1449188,,8.22,589.58,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,CoStar Group Inc.,CSGP,0,9313592,,7.09,79.23,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,American Tower Corp.,AMT,0,2589192,,5.42,217.6,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Danaher Corp.,DHR,0,1775400,,3.5,205.0,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Airbnb Inc.,ABNB,0,2917733,,3.35,119.46,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,CCC Intelligent Solutions Hldgs Inc.,CCCS,0,13190384,,1.15,9.03,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Goosehead Insurance Inc.,GSHD,0,366125,,0.42,118.06,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,CarMax Inc.,KMX,0,205275,,0.15,77.92,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Berkshire Hathaway CL B,BRK.B,0,15175,,0.08,532.59,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Sophia Genetics SA,SOPH,0,2237504,,0.07,3.32,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,Verisk Analytics Inc.,VRSK,0,10139,,0.03,297.66,
2025-06-23,2025-06-23,Chuck Akre - Akre Capital Management,DigitalBridge Group Inc.,DBRG,0,164740,,0.01,8.82,
2025-06-23,2025-06-23,Clifford Sosin - CAS Investment Partners,Carvana Co.,CVNA,0,5685029,,77.19,209.08,
2025-06-23,2025-06-23,Clifford Sosin - CAS Investment Partners,Hilton Grand Vacations Inc.,HGV,0,5716641,,13.89,37.41,
2025-06-23,2025-06-23,Clifford Sosin - CAS Investment Partners,Capital One Financial,COF,0,709295,,8.26,179.3,
2025-06-23,2025-06-23,Clifford Sosin - CAS Investment Partners,Cardlytics Inc.,CDLX,0,5613922,,0.66,1.82,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,PG&E Corp.,PCG,0,51100000,,13.97,17.18,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Amazon.com Inc.,AMZN,0,2350000,,7.11,190.26,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Taiwan Semiconductor S.A.,TSM,0,1780000,,4.7,166.0,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Live Nation Inc.,LYV,0,2100000,,4.36,130.58,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Telephone & Data Systems,TDS,0,6760000,,4.17,38.74,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,CRH plc,CRH,0,2715000,,3.8,87.97,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Brookfield Corp.,BN,0,4240000,,3.54,52.41,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Flutter Entertainment Plc,FLUT,0,970000,,3.42,221.55,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Kenvue Inc,KVUE,0,8900000,Buy,3.4,23.98,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Corpay Inc.,CPAY,0,610000,,3.39,348.72,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Apollo Global Management,APO,0,1500000,,3.27,136.94,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,LPL Financial Holdings Inc.,LPLA,0,625000,,3.25,327.14,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Intercontinental Exchange Inc.,ICE,0,1100000,,3.02,172.5,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Capital One Financial,COF,0,1050000,,3.0,179.3,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Jacobs Solutions Inc.,J,0,1400000,,2.69,120.89,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,Carpenter Technology,CRS,0,870000,,2.51,181.18,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,EQT Corp.,EQT,0,2950000,,2.51,53.43,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,NVIDIA Corp.,NVDA,0,1450000,Buy,2.5,108.38,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,CoStar Group Inc.,CSGP,0,1975000,Buy,2.49,79.23,
2025-06-23,2025-06-23,Daniel Loeb - Third Point,United States Steel Corp.,X,0,3625000,Buy,2.44,42.26,
